13,281.107,110.198,187.443,0,0,0,0.889,2.981,44.723,0.889,2.981,35.321,0.359856,0.448916,0.447972,0.419072,-1.2258,-0.9942,-0.4782,1.6491,0.854066,-0.19869,-0.0622,-1928.447236,54,0.521379,-0.021705,0.11096,-1.310433,-0.642652,-0.052552,2.031424514,-0.13649
52,219.93,91.174,178.406,0,0,0,0.889,2.981,45.251,0.889,2.981,36.202,0.266659,0.351425,0.350481,0.325469,-12.6218,-3.1196,-0.3092,13.0053,0.710571,-0.24,-0.1056,-6481.206454,43,0.875396,-0.031489,-0.05399,-0.871873,0.66518,-0.433287,2.005902378,-0.1344
147,195.792,89.614,184.837,0,0,0,0.889,2.981,45.731,0.889,2.981,37.834,0.225137,0.312959,0.312015,0.287169,-7.7961,-2.8991,4.5821,9.4963,0.799333,-0.23126,-0.1127,-6739.102189,40,1.569996,-0.125916,-0.016892,0.011415,1.003234,0.239846,2.23139736,-0.11856
129,230.642,99.722,183.063,0,0,0,0.889,2.981,45.334,0.889,2.981,37.226,0.281517,0.368496,0.367552,0.340602,-3.3087,9.1821,-6.8384,11.9173,0.651389,-0.22618,-0.11232,-1754.770909,46,1.74097,-0.220851,-0.185079,0.528686,1.274361,-0.06604,2.43740648,-0.11386
137,272.658,120.25,201.522,0,0,0,0.889,2.981,45.611,0.889,2.981,37.799,0.339703,0.435452,0.434508,0.403038,-6.3554,5.3408,1.6737,8.4685,0.375884,-0.18872,-0.06222,-2111.777316,54,-1.580039,-0.091409,0.053249,0.072771,0.860842,-0.270426,2.131981433,-0.1265
40,229.743,90.69,164.819,0,0,0,0.889,2.981,45.185,0.889,2.981,35.956,0.288752,0.367063,0.366119,0.342379,-11.9907,2.2808,6.2989,13.7352,0.963257,-0.22435,-0.10266,-1356.741437,45,0.475192,0.312285,0.087764,-1.056224,-0.849698,0.245022,2.246251088,-0.12169
2,190.438,83.937,169.797,0,0,0,0.889,2.981,45.651,0.889,2.981,36.597,0.223751,0.304426,0.303482,0.280339,4.8517,-5.9217,-3.4592,8.4007,0.631182,-0.21604,-0.11495,-11404.08784,38,0.015703,3.582808,0.957727,-0.372528,-0.932669,-2.320299,6.397639282,-0.10109
23,228.454,93.217,178.605,0,0,0,0.889,2.981,45.166,0.889,2.981,35.83,0.280148,0.365009,0.364065,0.338567,3.6832,0.2985,-8.515,9.2822,0.936599,-0.21952,-0.08634,-6096.88258,44,-0.160796,-0.064914,0.23087,1.669319,0.594006,0.282222,2.053697165,-0.13318
15,254.213,101.894,173.652,0,0,0,0.889,2.981,45.214,0.889,2.981,35.812,0.323552,0.406059,0.405115,0.379133,-3.9167,-0.9428,1.3687,4.2547,0.841746,-0.20023,-0.07719,-2111.208049,50,0.214382,0.189618,0.046969,-1.393889,-0.876681,0.124861,2.204659322,-0.12304
68,260.248,102.387,184.367,0,0,0,0.889,2.981,44.779,0.889,2.981,35.818,0.328078,0.415676,0.414732,0.387348,-13.471,-2.5773,3.7451,14.2174,0.934674,-0.23388,-0.0916,-1249.126181,50,0.869057,0.124068,-0.082489,-0.401414,-1.272344,-0.254884,2.348197076,-0.14228
146,194.884,84.989,166.288,0,0,0,0.889,2.981,45.667,0.889,2.981,37.76,0.232502,0.311511,0.310567,0.287929,-8.1204,-2.9137,4.0642,9.5367,1.034348,-0.22844,-0.10457,-6378.807292,40,1.645649,-0.065143,-0.00736,0.027487,0.986976,0.235162,2.198262277,-0.12387
12,254.721,104.013,179.45,0,0,0,0.889,2.981,44.745,0.889,2.981,35.302,0.321605,0.406867,0.405923,0.378896,-4.478,0.0167,2.6049,5.1806,0.70458,-0.20844,-0.07993,-2273.48576,50,0.522899,-0.013479,-0.197753,-1.280775,-0.681577,-0.024717,2.036160547,-0.12851
101,273.352,108.135,179.154,0,0,0,0.889,2.981,44.906,0.889,2.981,36.293,0.351437,0.436559,0.435615,0.40835,4.6289,-0.6218,2.5068,5.3007,0.972105,-0.19508,-0.06373,-2350.55977,54,-1.213733,-0.027716,-0.180065,-0.179129,-1.176327,-1.755541,1.925881589,-0.13135
10,209.922,86.657,162.408,0,0,0,0.889,2.981,45.118,0.889,2.981,35.893,0.258311,0.335476,0.334532,0.311739,-12.0738,-0.9819,-0.3675,12.1192,0.920708,-0.21901,-0.1035,-1317.367619,42,-0.349081,-0.159476,0.156751,-2.113621,-0.07533,0.131547,1.768548136,-0.11551
150,195.339,92.651,191.496,0,0,0,0.889,2.981,46.075,0.889,2.981,39.037,0.221251,0.312237,0.311293,0.285199,9.47,5.7936,3.0717,11.5188,0.357356,-0.20436,-0.10687,-6576.782811,40,-0.218393,0.740042,0.125963,1.406,-0.276506,0.496602,2.169191622,-0.09749
144,215.926,93.44,182.703,0,0,0,0.889,2.981,45.779,0.889,2.981,38.615,0.258236,0.345045,0.3441,0.318253,-3.5812,3.6615,-1.1657,5.2526,0.746913,-0.21411,-0.08425,-6716.888654,44,1.046591,0.924832,0.043678,-0.709779,0.665577,-0.001865,1.794230166,-0.12986
1,190.989,82.996,171.359,0,0,0,0.889,2.981,45.585,0.889,2.981,36.396,0.223886,0.305304,0.30436,0.281409,4.8044,-5.7809,2.9845,8.0876,0.87825,-0.21988,-0.09252,-11043.78364,38,2.379399,2.469303,-1.304532,0.058356,-2.45177,-1.86039,7.336290585,-0.12736
39,253.184,95.225,163.784,0,0,0,0.889,2.981,44.778,0.889,2.981,35.692,0.326599,0.404418,0.403474,0.379145,-11.2597,2.0304,1.2692,11.5114,0.697797,-0.21845,-0.10247,-1496.860755,49,0.735258,-0.070659,-0.066121,-0.958403,0.916365,0.169447,2.194748354,-0.11598
141,195.134,87.863,172.633,0,0,0,0.889,2.981,45.667,0.889,2.981,37.541,0.229886,0.31191,0.310966,0.286989,-12.7911,3.7028,-0.0653,13.3164,0.903878,-0.227,-0.11994,-6378.769538,40,1.792687,-0.225823,0.044709,0.097404,0.743335,0.261793,2.180027272,-0.10706
4,215.548,91.959,181.41,0,0,0,0.889,2.981,45.699,0.889,2.981,36.702,0.258249,0.344442,0.343498,0.317852,1.3922,-3.3563,-2.5676,4.4492,0.612197,-0.20425,-0.10639,-11381.95469,42,1.857661,3.132385,0.557551,-0.62827,-0.867715,-2.24752,6.179114253,-0.09786
99,255.52,104.856,186.011,0,0,0,0.889,2.981,44.948,0.889,2.981,36.265,0.319762,0.408141,0.407197,0.379197,-6.6535,6.71,-2.1176,9.6839,0.793128,-0.20293,-0.09633,-1894.953374,50,0.945055,-0.253603,-0.241682,-0.160495,1.189977,0.337783,2.321656141,-0.1066
140,272.845,119.842,197.039,0,0,0,0.889,2.981,45.968,0.889,2.981,38.143,0.34213,0.43575,0.434806,0.403849,7.4761,3.3269,1.0028,8.2442,0.489517,-0.18175,-0.0603,-1949.503667,54,1.152084,-0.194344,0.04687,-0.367805,0.893385,-0.452925,2.162491925,-0.12145
16,279.965,115.073,186.461,0,0,0,0.889,2.981,44.959,0.889,2.981,35.842,0.358503,0.447097,0.446153,0.416971,3.701,0.8356,4.0109,5.5211,0.6495,-0.19057,-0.05863,-1454.308328,54,0.491875,-0.046315,0.088494,1.959367,1.240468,-0.977976,2.337766829,-0.13194
139,298.855,132.02,219.687,0,0,0,0.889,2.981,45.66,0.889,2.981,37.881,0.37282,0.4772,0.476256,0.441089,-8.8119,5.5586,-0.286,10.4225,0.306744,-0.18032,-0.0655,-2089.63926,58,-1.494566,-0.165715,0.099591,0.146644,0.819507,-0.269972,2.152880638,-0.11482
33,234.747,93.825,186.417,0,0,0,0.889,2.981,45.691,0.889,2.981,36.892,0.286464,0.375037,0.374093,0.348075,-4.6288,-2.2063,-1.9344,5.4805,1.013518,-0.20855,-0.08275,-11098.36494,45,-1.843298,2.698466,1.918603,-0.543145,-1.925257,0.574611,6.666935322,-0.1258
3,217.098,89.85,179.065,0,0,0,0.889,2.981,45.634,0.889,2.981,36.563,0.261833,0.346912,0.345968,0.320988,4.2687,-2.2123,0.4482,4.8288,0.934941,-0.20635,-0.07582,-11059.04134,42,2.143972,2.509421,-1.49066,-0.578316,-1.178111,-1.727563,5.882740557,-0.13053
7,211.891,86.901,158.109,0,0,0,0.889,2.981,44.633,0.889,2.981,35.087,0.263491,0.338613,0.337669,0.315092,10.833,-7.7513,4.1233,13.9441,0.810554,-0.2276,-0.1126,-1479.708225,42,-0.60657,0.155982,-0.038459,1.001842,-0.906624,0.298074,2.201193355,-0.115
103,300.937,121.682,210.424,0,0,0,0.889,2.981,44.969,0.889,2.981,36.408,0.380539,0.480518,0.479574,0.447164,-1.0191,-0.2898,1.3738,1.7349,0.849009,-0.1909,-0.06301,-2365.812934,58,1.094378,-0.073791,-0.067104,-0.418098,1.144785,0.052363,2.292910505,-0.12789
78,328.452,133.097,217.074,0,0,0,0.889,2.981,45.167,0.889,2.981,36.616,0.421227,0.524366,0.523422,0.488395,4.9949,1.595,4.7593,7.0813,0.524123,-0.18419,-0.04229,-1584.006725,62,0.695358,0.057234,0.057122,-0.96895,0.874349,-0.462556,2.026147814,-0.1419
66,233.731,92.98,162.308,0,0,0,0.889,2.981,44.712,0.889,2.981,35.732,0.2963,0.373417,0.372473,0.348667,-12.9859,7.2818,5.8221,15.9861,1.080805,-0.21378,-0.09659,-1233.858153,46,1.09417,-0.228779,-0.102772,1.357661,1.104384,-1.81023,1.903700259,-0.11719
143,222.97,97.35,186.283,0,0,0,0.889,2.981,45.715,0.889,2.981,37.763,0.267761,0.35627,0.355326,0.328476,5.7374,-0.0018,-5.0896,7.6696,0.935828,-0.22223,-0.08211,-6394.073535,44,-1.330762,0.080645,0.382817,0.169382,1.310666,0.548688,2.297027501,-0.14012
