13,281.107,110.198,187.443,44.723,35.321,0.359856,0.448916,0.447972,0.419072,1.6491,0.854066,-1928.447236,54
52,219.93,91.174,178.406,45.251,36.202,0.266659,0.351425,0.350481,0.325469,13.0053,0.710571,-6481.206454,43
147,195.792,89.614,184.837,45.731,37.834,0.225137,0.312959,0.312015,0.287169,9.4963,0.799333,-6739.102189,40
129,230.642,99.722,183.063,45.334,37.226,0.281517,0.368496,0.367552,0.340602,11.9173,0.651389,-1754.770909,46
137,272.658,120.25,201.522,45.611,37.799,0.339703,0.435452,0.434508,0.403038,8.4685,0.375884,-2111.777316,54
40,229.743,90.69,164.819,45.185,35.956,0.288752,0.367063,0.366119,0.342379,13.7352,0.963257,-1356.741437,45
2,190.438,83.937,169.797,45.651,36.597,0.223751,0.304426,0.303482,0.280339,8.4007,0.631182,-11404.08784,38
23,228.454,93.217,178.605,45.166,35.83,0.280148,0.365009,0.364065,0.338567,9.2822,0.936599,-6096.88258,44
15,254.213,101.894,173.652,45.214,35.812,0.323552,0.406059,0.405115,0.379133,4.2547,0.841746,-2111.208049,50
68,260.248,102.387,184.367,44.779,35.818,0.328078,0.415676,0.414732,0.387348,14.2174,0.934674,-1249.126181,50
146,194.884,84.989,166.288,45.667,37.76,0.232502,0.311511,0.310567,0.287929,9.5367,1.034348,-6378.807292,40
12,254.721,104.013,179.45,44.745,35.302,0.321605,0.406867,0.405923,0.378896,5.1806,0.70458,-2273.48576,50
101,273.352,108.135,179.154,44.906,36.293,0.351437,0.436559,0.435615,0.40835,5.3007,0.972105,-2350.55977,54
10,209.922,86.657,162.408,45.118,35.893,0.258311,0.335476,0.334532,0.311739,12.1192,0.920708,-1317.367619,42
150,195.339,92.651,191.496,46.075,39.037,0.221251,0.312237,0.311293,0.285199,11.5188,0.357356,-6576.782811,40
144,215.926,93.44,182.703,45.779,38.615,0.258236,0.345045,0.3441,0.318253,5.2526,0.746913,-6716.888654,44
1,190.989,82.996,171.359,45.585,36.396,0.223886,0.305304,0.30436,0.281409,8.0876,0.87825,-11043.78364,38
39,253.184,95.225,163.784,44.778,35.692,0.326599,0.404418,0.403474,0.379145,11.5114,0.697797,-1496.860755,49
141,195.134,87.863,172.633,45.667,37.541,0.229886,0.31191,0.310966,0.286989,13.3164,0.903878,-6378.769538,40
4,215.548,91.959,181.41,45.699,36.702,0.258249,0.344442,0.343498,0.317852,4.4492,0.612197,-11381.95469,42
99,255.52,104.856,186.011,44.948,36.265,0.319762,0.408141,0.407197,0.379197,9.6839,0.793128,-1894.953374,50
140,272.845,119.842,197.039,45.968,38.143,0.34213,0.43575,0.434806,0.403849,8.2442,0.489517,-1949.503667,54
16,279.965,115.073,186.461,44.959,35.842,0.358503,0.447097,0.446153,0.416971,5.5211,0.6495,-1454.308328,54
139,298.855,132.02,219.687,45.66,37.881,0.37282,0.4772,0.476256,0.441089,10.4225,0.306744,-2089.63926,58
33,234.747,93.825,186.417,45.691,36.892,0.286464,0.375037,0.374093,0.348075,5.4805,1.013518,-11098.36494,45
3,217.098,89.85,179.065,45.634,36.563,0.261833,0.346912,0.345968,0.320988,4.8288,0.934941,-11059.04134,42
7,211.891,86.901,158.109,44.633,35.087,0.263491,0.338613,0.337669,0.315092,13.9441,0.810554,-1479.708225,42
103,300.937,121.682,210.424,44.969,36.408,0.380539,0.480518,0.479574,0.447164,1.7349,0.849009,-2365.812934,58
78,328.452,133.097,217.074,45.167,36.616,0.421227,0.524366,0.523422,0.488395,7.0813,0.524123,-1584.006725,62
66,233.731,92.98,162.308,44.712,35.732,0.2963,0.373417,0.372473,0.348667,15.9861,1.080805,-1233.858153,46
143,222.97,97.35,186.283,45.715,37.763,0.267761,0.35627,0.355326,0.328476,7.6696,0.935828,-6394.073535,44
74,300.509,116.904,189.925,44.969,36.224,0.389597,0.479836,0.478892,0.448803,7.1862,0.69296,-2365.812792,58
17,279.634,119.373,197.118,45.04,35.907,0.352912,0.446569,0.445625,0.414511,6.8836,0.366615,-1814.590368,54
64,237.319,101.142,196.675,45.817,37.42,0.28569,0.379137,0.378193,0.349944,12.7359,0.653894,-11496.39303,46
58,245.081,95.573,175.731,45.232,36.344,0.30801,0.391506,0.390562,0.365002,9.9187,0.978322,-6136.141182,47
118,247.864,102.762,195.645,45.379,36.887,0.302983,0.395941,0.394996,0.366602,9.6604,0.907905,-6534.246513,48
98,259.201,105.986,189.837,44.864,36.189,0.323809,0.414007,0.413063,0.384412,13.3705,0.869846,-1572.060447,50
125,184.249,86.704,177.394,46.427,38.559,0.210279,0.294564,0.29362,0.269333,6.8628,0.57773,-11538.9896,38
119,245.952,104.546,191.1,45.449,37.154,0.302096,0.392893,0.391949,0.36347,7.6962,0.55021,-6857.118093,48
59,243.206,100.372,187.42,45.306,36.503,0.299469,0.388518,0.387574,0.360106,9.1223,0.465395,-6459.041128,47
65,211.269,91.291,185.836,46.11,37.465,0.249325,0.337622,0.336678,0.311107,12.9274,0.605985,-11356.243,42
71,273.715,102.721,164.838,44.822,35.946,0.358818,0.437137,0.436193,0.411054,6.1232,0.96613,-2027.633233,54
133,274.151,110.813,189.457,45.352,37.331,0.347814,0.437832,0.436888,0.407987,1.9805,0.887118,-2225.634363,54
127,203.833,86.348,159.9,45.279,37.157,0.249799,0.325773,0.324828,0.302353,13.7177,0.801118,-1776.900501,42
107,300.2,132.644,220.834,45.261,36.9,0.374418,0.479343,0.478399,0.443082,5.6711,0.362219,-2251.956512,58
37,230.539,92.154,166.53,44.712,35.471,0.289207,0.368331,0.367387,0.343233,15.8143,0.817294,-1519.007676,45
54,241.759,97.584,185.158,45.306,36.639,0.298237,0.386212,0.385268,0.358513,3.1296,0.681861,-6459.007228,47
29,224.803,89.392,169.776,45.242,36.192,0.278524,0.359191,0.358247,0.334408,6.3546,0.550956,-6419.751018,44
126,205.13,87.022,159.015,45.204,36.997,0.252287,0.32784,0.326896,0.304402,12.5786,1.08416,-1416.603283,42
132,249.123,108.457,191.504,45.37,37.332,0.306958,0.397947,0.397003,0.368343,3.6644,0.706483,-2570.671782,50
72,276.049,111.042,185.039,44.906,36.054,0.352938,0.440856,0.439911,0.411295,6.4469,0.699149,-2387.925579,54
62,212.706,92.585,184.467,45.77,37.196,0.252267,0.339913,0.338969,0.313237,10.103,0.840976,-11518.54855,42
60,218.228,92.746,188.125,45.651,37.827,0.259329,0.348713,0.347769,0.321952,16.3312,0.50176,-6318.885494,43
76,301.327,122.216,195.176,45.109,36.537,0.388404,0.481139,0.480195,0.449244,4.6317,0.63991,-1568.748049,58
136,273.132,115.816,190.313,45.544,37.754,0.345784,0.436208,0.435264,0.405744,7.1475,0.654627,-1751.49564,54
89,245.978,96.844,174.721,45.379,36.84,0.309919,0.392935,0.39199,0.366361,8.396,0.538876,-6534.191193,48
105,272.282,110.457,189.466,45.423,36.801,0.344832,0.434854,0.43391,0.405236,9.218,0.72044,-2548.567747,54
109,324.48,138.471,219.743,45.316,36.983,0.413628,0.518035,0.517091,0.480629,7.4437,0.278446,-2229.817187,62
11,253.938,98.743,163.945,44.656,35.172,0.327725,0.40562,0.404676,0.380208,4.8795,0.987443,-1913.192879,50
44,296.107,111.734,181.321,44.886,35.859,0.386669,0.472821,0.471876,0.44355,5.4041,0.713962,-2290.662782,57
142,195.852,89.798,178.195,45.731,37.731,0.228388,0.313054,0.31211,0.287242,10.831,0.717406,-6739.101683,40
121,185.396,87.397,181.087,46.068,38.157,0.210352,0.296392,0.295448,0.270905,6.8919,0.877443,-11340.96978,38
22,200.767,83.763,165.928,45.185,35.872,0.242049,0.320886,0.319942,0.297242,12.2352,0.706758,-6441.915104,40
48,325.56,131.477,215.438,45.089,36.268,0.417396,0.519757,0.518813,0.484095,7.568,0.537172,-1508.857886,61
123,211.507,94.308,188.716,46.11,38.311,0.248336,0.338001,0.337057,0.310479,3.0934,0.933959,-11356.2279,42
88,249.711,100.252,184.233,45.307,36.683,0.311349,0.398884,0.39794,0.370904,11.1739,0.977763,-6211.291305,48
63,238.401,97.074,186.576,45.755,37.205,0.292213,0.380861,0.379917,0.353082,6.3502,1.007257,-11173.51493,46
5,190.062,81.884,167.754,46.003,36.919,0.224122,0.303827,0.302883,0.280281,7.8451,0.783056,-11241.81666,38
49,322.459,131.332,211.122,45.167,36.4,0.414505,0.514816,0.513872,0.479459,8.8229,0.307098,-1831.737807,61
75,275.667,111.881,188.874,45.352,36.485,0.350507,0.440247,0.439303,0.410134,10.0699,0.714074,-2225.641361,54
61,212.884,92.179,183.02,45.707,37.006,0.253237,0.340196,0.339252,0.31375,8.7406,0.873618,-11158.22365,42
135,248.412,106.508,184.555,45.755,37.724,0.309126,0.396814,0.39587,0.368218,2.9357,0.839685,-2408.393902,50
51,218.994,89.346,171.025,45.176,35.889,0.268673,0.349933,0.348989,0.324878,15.7744,0.897857,-6120.873515,43
79,326.604,136.798,222.236,45.243,36.734,0.415829,0.521421,0.520476,0.484179,9.337,0.291713,-1906.886877,62
92,210.693,94.689,187.838,45.832,37.484,0.247458,0.336706,0.335761,0.309292,9.4289,0.84009,-11841.47427,42
86,222.402,89.879,166.51,45.251,36.513,0.276249,0.355364,0.35442,0.330757,12.3665,1.028974,-6196.062793,44
111,221.395,96.478,182.159,45.325,36.604,0.26721,0.35376,0.352816,0.326441,16.2754,0.898307,-6518.950054,44
87,224.015,96.076,182.622,45.325,36.608,0.271166,0.357936,0.356991,0.33073,12.7266,0.796268,-6556.357217,44
93,236.808,101.353,196.176,45.817,37.447,0.285112,0.378322,0.377377,0.348982,5.3474,0.933527,-11496.40715,46
69,258.261,104.304,182.586,44.864,35.929,0.325757,0.41251,0.411566,0.383932,8.9278,0.795459,-1572.029213,50
46,297.29,119.616,196.063,45.03,36.188,0.38155,0.474706,0.473762,0.443239,4.8311,0.648185,-1493.598162,57
14,277.661,105.987,176.366,44.811,35.503,0.359627,0.443424,0.44248,0.415557,4.3995,0.664693,-2251.373469,54
85,221.065,94.966,186.454,45.715,37.201,0.264644,0.353234,0.35229,0.326101,10.2873,0.822242,-6393.988768,44
91,209.597,90.584,177.793,45.77,37.426,0.250482,0.334958,0.334014,0.309275,8.4863,1.022388,-11481.17844,42
112,221.604,96.358,184.112,45.396,36.841,0.266616,0.354093,0.353149,0.326706,13.486,0.707082,-6879.281985,44
106,298.559,122.761,196.219,45.186,36.854,0.383499,0.476729,0.475785,0.444633,5.3638,0.64401,-1891.6742,58
77,300.942,126.661,206.014,45.186,36.583,0.382642,0.480526,0.479582,0.446601,4.9769,0.350904,-1929.02968,58
30,196.92,80.434,157.881,45.593,36.708,0.239741,0.314756,0.313811,0.292426,10.4451,0.788201,-6279.533547,40
128,232.049,98.526,184.422,45.261,37.144,0.283113,0.370738,0.369793,0.342968,10.8568,0.855145,-1431.873444,46
113,247.046,100.73,184.296,45.379,36.859,0.307072,0.394636,0.393692,0.366413,9.3344,0.92042,-6534.253283,48
90,221.488,93.929,176.411,45.715,37.159,0.270089,0.353907,0.352963,0.327526,9.0364,0.291312,-6394.016568,44
84,246.204,102.551,192.585,45.379,36.987,0.301792,0.393295,0.392351,0.364062,4.5885,0.687845,-6534.158346,48
53,245.941,97.207,180.185,45.232,36.177,0.307264,0.392876,0.391932,0.365617,9.7235,0.93367,-6136.17811,47
47,297.042,123.712,202.796,45.109,36.244,0.377955,0.47431,0.473366,0.441097,6.3585,0.358004,-1853.87971,57
67,230.383,87.51,160.279,44.8,35.903,0.29193,0.368083,0.367139,0.344562,17.9791,0.790054,-1594.152194,46
43,297.93,112.266,188.335,44.8,35.693,0.386242,0.475726,0.474782,0.445723,2.4082,0.882825,-1967.737886,57
117,221.459,96.297,181.216,45.396,36.864,0.267761,0.353862,0.352918,0.326722,13.8782,0.803238,-6879.277406,44
80,301.702,128.265,210.128,45.594,36.959,0.381898,0.481737,0.480793,0.447285,4.6916,0.485208,-1766.755822,58
94,236.453,104.758,200.181,45.878,37.505,0.282644,0.377756,0.376812,0.347329,4.6938,0.618609,-11819.32196,46
110,298.508,126.231,209.405,45.66,37.312,0.377151,0.476647,0.475702,0.442558,3.4934,0.477983,-2089.702465,58
131,248.093,103.621,174.786,45.297,37.246,0.313259,0.396305,0.395361,0.36909,3.194,0.988404,-2210.380403,50
138,301.696,130.501,221.47,45.594,37.841,0.3765,0.481728,0.480783,0.4459,9.1882,0.578883,-1766.747499,58
145,193.583,90.093,178.998,46.075,38.4,0.22439,0.309438,0.308494,0.283565,7.0689,0.837731,-6576.734896,40
95,209.374,91.178,177.675,46.165,37.771,0.250184,0.334604,0.333659,0.308624,8.0641,0.787025,-11679.18315,42
81,223.717,93.462,177.609,45.251,36.423,0.273071,0.357459,0.356515,0.331336,14.13,0.979219,-6196.063391,44
102,273.874,113.424,192.751,44.989,36.394,0.345808,0.43739,0.436446,0.40686,5.6833,0.699763,-2710.85169,54
134,272.747,112.2,189.316,45.423,37.444,0.345644,0.435594,0.434649,0.405572,4.5026,0.681612,-2548.561406,54
116,220.656,91.554,175.071,45.325,36.839,0.2694,0.352582,0.351638,0.327317,11.6643,1.032833,-6518.988957,44
56,218.144,84.653,162.531,45.176,36.152,0.271355,0.348578,0.347634,0.325409,11.7041,1.030197,-6120.911845,43
42,272.174,108.266,185.797,44.822,35.683,0.346402,0.434681,0.433736,0.405602,5.901,0.700855,-2312.774709,53
100,229.913,97.914,179.01,45.334,36.936,0.282281,0.367334,0.36639,0.340257,13.2007,0.922676,-1754.734682,46
97,232.062,97.677,176.055,44.885,36.211,0.28711,0.370759,0.369815,0.343924,16.4498,0.801767,-1917.08232,46
83,250.505,102.046,185.95,45.307,36.54,0.311799,0.40015,0.399206,0.37145,10.1236,0.926572,-6211.328348,48
82,223.711,94.387,182.194,45.325,36.535,0.270884,0.35745,0.356506,0.330631,14.0945,0.701089,-6556.355856,44
96,232.252,97.197,174.182,44.8,36.054,0.288302,0.371061,0.370117,0.344549,13.0867,1.073276,-1556.783941,46
115,218.788,94.565,178.597,45.779,37.5,0.264747,0.349604,0.34866,0.323032,9.9721,0.834145,-6716.915748,44
41,271.537,103.051,170.993,44.734,35.563,0.352422,0.433666,0.432722,0.406984,5.5713,0.975473,-1952.483073,53
55,216.062,87.925,168.875,45.651,36.867,0.265023,0.34526,0.344316,0.320713,9.5418,0.830653,-6318.838336,43
32,208.375,87.645,176.77,45.707,36.884,0.249022,0.333011,0.332067,0.307807,8.9474,0.843572,-11443.39809,41
26,199.901,78.807,152.442,45.108,35.789,0.247077,0.319507,0.318563,0.298074,10.9115,1.028858,-6081.621218,40
28,227.783,91.113,172.949,45.166,35.876,0.281765,0.363939,0.362995,0.338371,8.3977,0.94996,-6096.892227,44
