6,212.679,87.761,165.305,44.54,34.889,0.261328,0.33987,0.338926,0.315848,14.9493,0.976113,-1119.418111,42
130,206.44,91.271,173.809,45.676,37.567,0.247345,0.329928,0.328983,0.304346,11.581,0.960659,-1614.636657,42
24,224.202,90.312,172.486,45.242,36.242,0.27628,0.358234,0.357289,0.333093,6.2543,0.742775,-6419.718575,44
122,184.793,88.456,182.375,46.124,38.296,0.208778,0.29543,0.294486,0.269629,7.8787,0.62905,-11701.27374,38
114,244.307,104.54,196.767,45.449,37.303,0.296782,0.390272,0.389328,0.36036,3.9665,0.694272,-6857.084623,48
27,201.516,85.202,167.871,45.185,35.903,0.24232,0.322081,0.321137,0.298055,10.8742,0.799509,-6441.916242,40
25,199.175,85.713,174.741,45.593,36.537,0.235325,0.31835,0.317406,0.293868,8.6809,0.834548,-6279.548537,40
31,207.902,85.109,167.047,45.643,36.701,0.252887,0.332256,0.331312,0.308323,8.7097,0.87694,-11083.07328,41
19,306.661,129.372,214.362,45.099,36.071,0.387789,0.489639,0.488695,0.454343,6.04,0.276386,-1792.467795,58
8,238.613,94.97,174.884,44.61,35.077,0.298106,0.381199,0.380255,0.354907,14.5927,0.908721,-1134.671212,46
18,307.306,126.049,209.674,45.02,35.966,0.391045,0.490668,0.489724,0.456435,7.4433,0.570076,-1469.55994,58
20,277.154,111.805,182.203,45.467,36.33,0.356046,0.442617,0.441673,0.413466,6.2866,0.452946,-1652.314092,54
34,233.662,98.013,191.182,45.755,36.969,0.282472,0.373309,0.372365,0.344888,4.7983,0.615037,-11421.24484,45
148,221.926,95.82,182.132,45.715,37.891,0.268068,0.354605,0.353661,0.327574,7.7965,0.980107,-6394.037169,44
149,218.485,92.052,172.218,45.779,38.021,0.267296,0.349122,0.348178,0.3236,4.6582,0.545973,-6716.93693,44
35,206.504,82.203,170.534,46.054,37.166,0.249003,0.330029,0.329085,0.306543,8.3905,0.78205,-11281.10957,41
120,220.105,97.989,187.005,45.779,37.471,0.262851,0.351703,0.350759,0.32378,8.0365,0.299773,-6716.942754,44
38,256.034,97.186,176.149,44.69,35.462,0.325266,0.40896,0.408016,0.382166,13.0747,0.858836,-1173.978522,49
45,269.291,101.279,175.54,45.279,36.176,0.346683,0.430087,0.429143,0.403399,9.185,0.703703,-2150.489884,53
104,298.863,121.364,205.28,45.049,36.506,0.379678,0.477213,0.476269,0.444285,4.3285,0.66843,-2688.712664,58
108,326.609,135.087,221.355,45.243,36.929,0.416256,0.521429,0.520485,0.484766,7.7873,0.534476,-1906.933588,62
36,229.656,89.859,160.872,44.622,35.282,0.290489,0.366925,0.36598,0.34292,15.1706,0.974925,-1158.708171,45
21,201.6,82.047,158.483,45.108,35.705,0.246914,0.322215,0.32127,0.299548,12.8627,0.972902,-6081.622444,40
73,302.425,117.493,194.128,44.886,36.07,0.390653,0.48289,0.481946,0.451257,2.4414,0.846143,-2042.886698,58
